lat,lon,heading,filename,status,source
38.9285,-75.5636,0,,ZERO_RESULTS,metadata
38.9285,-75.5636,90,,ZERO_RESULTS,metadata
38.9285,-75.5636,180,,ZERO_RESULTS,metadata
38.9285,-75.5636,270,,ZERO_RESULTS,metadata
38.9285,-75.5586,0,,ZERO_RESULTS,metadata
38.9285,-75.5586,90,,ZERO_RESULTS,metadata
38.9285,-75.5586,180,,ZERO_RESULTS,metadata
38.9285,-75.5586,270,,ZERO_RESULTS,metadata
38.9285,-75.5536,0,,ZERO_RESULTS,metadata
38.9285,-75.5536,90,,ZERO_RESULTS,metadata
38.9285,-75.5536,180,,ZERO_RESULTS,metadata
38.9285,-75.5536,270,,ZERO_RESULTS,metadata
38.9284592045564,-75.54850300563899,0,lat_38.9284592045564_lon_-75.54850300563899_hdg_0_pano.jpg,OK,pano
38.9284592045564,-75.54850300563899,90,lat_38.9284592045564_lon_-75.54850300563899_hdg_90_pano.jpg,OK,pano
38.9284592045564,-75.54850300563899,180,lat_38.9284592045564_lon_-75.54850300563899_hdg_180_pano.jpg,OK,pano
38.9284592045564,-75.54850300563899,270,lat_38.9284592045564_lon_-75.54850300563899_hdg_270_pano.jpg,OK,pano
38.9285,-75.5436,0,,ZERO_RESULTS,metadata
38.9285,-75.5436,90,,ZERO_RESULTS,metadata
38.9285,-75.5436,180,,ZERO_RESULTS,metadata
38.9285,-75.5436,270,,ZERO_RESULTS,metadata
38.9285,-75.5386,0,,ZERO_RESULTS,metadata
38.9285,-75.5386,90,,ZERO_RESULTS,metadata
38.9285,-75.5386,180,,ZERO_RESULTS,metadata
38.9285,-75.5386,270,,ZERO_RESULTS,metadata
38.92878787736752,-75.53344028929936,0,lat_38.92878787736752_lon_-75.53344028929936_hdg_0_pano.jpg,OK,pano
38.92878787736752,-75.53344028929936,90,lat_38.92878787736752_lon_-75.53344028929936_hdg_90_pano.jpg,OK,pano
38.92878787736752,-75.53344028929936,180,lat_38.92878787736752_lon_-75.53344028929936_hdg_180_pano.jpg,OK,pano
38.92878787736752,-75.53344028929936,270,lat_38.92878787736752_lon_-75.53344028929936_hdg_270_pano.jpg,OK,pano
38.9283615137512,-75.52867250792681,0,lat_38.9283615137512_lon_-75.52867250792681_hdg_0_pano.jpg,OK,pano
