lat,lon,heading,filename,status,source
25.396308,-83.848974,270,,ZERO_RESULTS,metadata
25.396308,-82.848974,0,,ZERO_RESULTS,metadata
25.396308,-82.848974,90,,ZERO_RESULTS,metadata
25.396308,-82.848974,180,,ZERO_RESULTS,metadata
25.396308,-82.848974,270,,ZERO_RESULTS,metadata
25.396308,-81.848974,0,,ZERO_RESULTS,metadata
25.396308,-81.848974,90,,ZERO_RESULTS,metadata
25.396308,-81.848974,180,,ZERO_RESULTS,metadata
25.396308,-81.848974,270,,ZERO_RESULTS,metadata
25.396308,-80.848974,0,,ZERO_RESULTS,metadata
25.396308,-80.848974,90,,ZERO_RESULTS,metadata
25.396308,-80.848974,180,,ZERO_RESULTS,metadata
25.396308,-80.848974,270,,ZERO_RESULTS,metadata
25.396308,-79.848974,0,,ZERO_RESULTS,metadata
25.396308,-79.848974,90,,ZERO_RESULTS,metadata
25.396308,-79.848974,180,,ZERO_RESULTS,metadata
25.396308,-79.848974,270,,ZERO_RESULTS,metadata
25.396308,-78.848974,0,,ZERO_RESULTS,metadata
25.396308,-78.848974,90,,ZERO_RESULTS,metadata
25.396308,-78.848974,180,,ZERO_RESULTS,metadata
25.396308,-78.848974,270,,ZERO_RESULTS,metadata
25.396308,-77.848974,0,,ZERO_RESULTS,metadata
25.396308,-77.848974,90,,ZERO_RESULTS,metadata
25.396308,-77.848974,180,,ZERO_RESULTS,metadata
25.396308,-77.848974,270,,ZERO_RESULTS,metadata
25.396308,-76.848974,0,,ZERO_RESULTS,metadata
25.396308,-76.848974,90,,ZERO_RESULTS,metadata
25.396308,-76.848974,180,,ZERO_RESULTS,metadata
25.396308,-76.848974,270,,ZERO_RESULTS,metadata
25.396308,-75.848974,0,,ZERO_RESULTS,metadata
25.396308,-75.848974,90,,ZERO_RESULTS,metadata
25.396308,-75.848974,180,,ZERO_RESULTS,metadata
25.396308,-75.848974,270,,ZERO_RESULTS,metadata
25.396308,-74.848974,0,,ZERO_RESULTS,metadata
25.396308,-74.848974,90,,ZERO_RESULTS,metadata
25.396308,-74.848974,180,,ZERO_RESULTS,metadata
25.396308,-74.848974,270,,ZERO_RESULTS,metadata
25.396308,-73.848974,0,,ZERO_RESULTS,metadata
25.396308,-73.848974,90,,ZERO_RESULTS,metadata
25.396308,-73.848974,180,,ZERO_RESULTS,metadata
25.396308,-73.848974,270,,ZERO_RESULTS,metadata
25.396308,-72.848974,0,,ZERO_RESULTS,metadata
25.396308,-72.848974,90,,ZERO_RESULTS,metadata
25.396308,-72.848974,180,,ZERO_RESULTS,metadata
25.396308,-72.848974,270,,ZERO_RESULTS,metadata
25.396308,-71.848974,0,,ZERO_RESULTS,metadata
25.396308,-71.848974,90,,ZERO_RESULTS,metadata
25.396308,-71.848974,180,,ZERO_RESULTS,metadata
25.396308,-71.848974,270,,ZERO_RESULTS,metadata
25.396308,-70.848974,0,,ZERO_RESULTS,metadata
25.396308,-70.848974,90,,ZERO_RESULTS,metadata
25.396308,-70.848974,180,,ZERO_RESULTS,metadata
25.396308,-70.848974,270,,ZERO_RESULTS,metadata
25.396308,-69.848974,0,,ZERO_RESULTS,metadata
25.396308,-69.848974,90,,ZERO_RESULTS,metadata
25.396308,-69.848974,180,,ZERO_RESULTS,metadata
25.396308,-69.848974,270,,ZERO_RESULTS,metadata
25.396308,-68.848974,0,,ZERO_RESULTS,metadata
25.396308,-68.848974,90,,ZERO_RESULTS,metadata
25.396308,-68.848974,180,,ZERO_RESULTS,metadata
25.396308,-68.848974,270,,ZERO_RESULTS,metadata
25.396308,-67.848974,0,,ZERO_RESULTS,metadata
25.396308,-67.848974,90,,ZERO_RESULTS,metadata
25.396308,-67.848974,180,,ZERO_RESULTS,metadata
25.396308,-67.848974,270,,ZERO_RESULTS,metadata
26.396308,-124.848974,0,,ZERO_RESULTS,metadata
26.396308,-124.848974,90,,ZERO_RESULTS,metadata
26.396308,-124.848974,180,,ZERO_RESULTS,metadata
26.396308,-124.848974,270,,ZERO_RESULTS,metadata
26.396308,-123.848974,0,,ZERO_RESULTS,metadata
26.396308,-123.848974,90,,ZERO_RESULTS,metadata
26.396308,-123.848974,180,,ZERO_RESULTS,metadata
26.396308,-123.848974,270,,ZERO_RESULTS,metadata
26.396308,-122.848974,0,,ZERO_RESULTS,metadata
26.396308,-122.848974,90,,ZERO_RESULTS,metadata
26.396308,-122.848974,180,,ZERO_RESULTS,metadata
26.396308,-122.848974,270,,ZERO_RESULTS,metadata
26.396308,-121.848974,0,,ZERO_RESULTS,metadata
26.396308,-121.848974,90,,ZERO_RESULTS,metadata
26.396308,-121.848974,180,,ZERO_RESULTS,metadata
